source,target,original_relation,normalized_relation,PubMedID
tumor-infiltrating t lymphocyte,fludarabine,drug associated with AE,drug associated with AE,33990415
cyclophosphamide,metastatic melanoma,may_treat,may_treat,33990415
fludarabine,acute lymphoblastic leukemia,may_treat,may_treat,33990415
neutrophil-to-lymphocyte ratio,clinical response,associated with,drug associated with AE,33990415
platelet-to-lymphocyte ratio,clinical response,associated with,drug associated with AE,33990415
bone marrow suppression,adverse event,adverse event occurs in,adverse event occurs in,33990415
adverse event,hospitalization,adverse event outcome,adverse event outcome,33990415
doxorubicin cardiac toxicity,dexrazoxane cardioprotection,may_prevent,may_prevent,33990361
immune checkpoint inhibitor,lung cancer,treated with drug,treated with drug,33989769
immune checkpoint inhibitor,immunotherapy,may_treat,may_treat,33989769
immunotherapy,chemotherapy,may_treat,may_treat,33989769
immune checkpoint inhibitor,immunerelated adverse event,induced_by,induced_by,33989769
immunerelated adverse event,irAEs,has disease,has disease,33989769
immune checkpoint inhibitor,toxicity,induced_by,induced_by,33989769
phase iii randomized controlled trial,immunotherapy,realized in,realized in,33989769
patient,relapsed or refractory diffuse large b-cell lymphoma dlbcl,has disease,has disease,33989558
patient,loncastuximab tesirine,treated with drug,treated with drug,33989558
loncastuximab tesirine,cddirected antibodydrug conjugate,has part,has part,33989558
loncastuximab tesirine,non-hodgkin lymphoma,may_treat,may_treat,33989558
lotis2,patient,occurs in,occurs in,33989558
patient,neutropenia,adverse event occurs in,adverse event occurs in,33989558
patient,thrombocytopenia,adverse event occurs in,adverse event occurs in,33989558
patient,increased gammaglutamyltransferase,adverse event occurs in,adverse event occurs in,33989558
antipd1 therapy,metastatic melanoma,may_treat,may_treat,33989557
ipilimumab,patient,treated with drug,treated with drug,33989557
pembrolizumab,patient,treated with drug,treated with drug,33989557
nivolumab,patient,treated with drug,treated with drug,33989557
ipilimumab monotherapy,patient,treated with drug,treated with drug,33989557
ipilimumab plus antipd1,patient,treated with drug,treated with drug,33989557
ipilimumab monotherapy,adverse event,drug AE occurs in,drug AE occurs in,33989557
ipilimumab plus antipd1,adverse event,drug AE occurs in,drug AE occurs in,33989557
adverse event,colon perforation,induced_by,induced_by,33989557
adverse event,immunerelated pancolitis,induced_by,induced_by,33989557
antibodydrug conjugate,toxin,treated with drug,treated with drug,33988833
antibodydrug conjugate,cancer,may_treat,may_treat,33988833
antibodydrug conjugate,toxicity,adverse event occurs in,adverse event occurs in,33988833
toxicity,peripheral neuropathy,example of usage,example of usage,33988833
toxicity,pulmonary toxicity,example of usage,example of usage,33988833
toxicity,skin toxicity,example of usage,example of usage,33988833
toxicity,hepatic toxicity,example of usage,example of usage,33988833
toxicity,ocular toxicity,example of usage,example of usage,33988833
toxicity,hyperglycemia,example of usage,example of usage,33988833
toxicity,left ventricular dysfunction,example of usage,example of usage,33988833
toxicity,fluidrelated event,example of usage,example of usage,33988833
offtarget effect,drug payload,induced_by,induced_by,33988833
risk minimization approach,toxicity,may_prevent,may_prevent,33988833
risk minimization approach,physician,may_treat,may_treat,33988833
risk minimization approach,healthcare practitioner,may_treat,may_treat,33988833
apatinib,cervical carcinoma,may_treat,may_treat,33987959
patient,apatinib,treated with drug,treated with drug,33987959
patient,complete response,adverse event outcome,adverse event outcome,33987959
patient,partial response,adverse event outcome,adverse event outcome,33987959
patient,stable disease,adverse event outcome,adverse event outcome,33987959
patient,progressive disease,adverse event outcome,adverse event outcome,33987959
patient,objective response rate,is count of,is count of,33987959
patient,disease control rate,is count of,is count of,33987959
patient,progression-free survival,adverse event outcome,adverse event outcome,33987959
patient,overall survival,adverse event outcome,adverse event outcome,33987959
patient,adverse effect,occurs in patient treated with drug,occurs in patient treated with drug,33987959
adverse effect,handfoot syndrome,is evidence of,is evidence of,33987959
adverse effect,hypertension,is evidence of,is evidence of,33987959
adverse effect,fatigue,is evidence of,is evidence of,33987959
adverse effect,grade 3 adverse event,is evidence of,is evidence of,33987959
adverse effect,drug-related death,is evidence of,is evidence of,33987959
patient,phase III clinical trial,may_diagnose,may_diagnose,33987959
interleukin2,proIL2,engineered into,engineered into,33986267
proIL2,IL2 receptor beta,linked to,anteriorly connected to,33986267
IL2 receptor beta,tumor-associated protease,linked to,anteriorly connected to,33986267
proIL2,antigen-specific CD8 T cell,activates,activates,33986267
proIL2,cancer,targets,targets,33986267
proIL2,immune checkpoint blockade,overcomes resistance to,connected to,33986267
sipuleucelt,ipilimumab,combined with,drug associated with AE,33986125
ipilimumab,antiprostatic acid phosphatase,drug associated with AE,drug associated with AE,33986125
ipilimumab,PA2024,drug associated with AE,drug associated with AE,33986125
serum prostate-specific antigen,clinical response,clinical response defined as,clinical response defined as,33986125
CD4,CD8,induced by,induced_by,33986125
CD8,CTLA4,associated with,drug associated with AE,33986125
radiation therapy,CTLA4,associated with,drug associated with AE,33986125
pancreatic ductal adenocarcinoma,gemcitabinenabpaclitaxels1,drug associated with AE,drug associated with AE,33985455
patient,Japan,located_in,located_in,33985455
locally advanced pancreatic cancer,gemcitabinenabpaclitaxels1,treated with drug,treated with drug,33985455
phase I trial,patient,occurs in,occurs in,33985455
maximum tolerated dose,phase I trial,has part,has part,33985455
dose-limiting toxicity,phase I trial,has part,has part,33985455
Chemotherapy-induced neutropenia,Non-small cell lung cancer,may_diagnose,may_diagnose,33985435
Chemotherapy-induced neutropenia,Overall survival,may_prevent,may_prevent,33985435
Severe neutropenia,Overall survival,may_prevent,may_prevent,33985435
Mild neutropenia,Overall survival,may_prevent,may_prevent,33985435
targeted therapy,cardiovascular toxicity,may cause,may cause,33983833
targeted therapy,her2 human epidermal growth factor receptor 2 targeted therapy,example of usage,example of usage,33983833
targeted therapy,tyrosine kinase inhibitor,example of usage,example of usage,33983833
targeted therapy,immune checkpoint inhibitor,example of usage,example of usage,33983833
targeted therapy,proteasome inhibitor,example of usage,example of usage,33983833
targeted therapy,androgen deprivation therapy,example of usage,example of usage,33983833
targeted therapy,mek mitogenactivated protein kinase kinasebraf vraf murine sarcoma viral oncogene homolog b inhibitor,example of usage,example of usage,33983833
targeted therapy,heart failure,may cause,may cause,33983833
cardiotoxicity,cardioprotective strategy,may be prevented by,may be prevented by,33983833
patient,tumor,monitored during,monitored during,33983589
patient,chemotherapy,undergoing,undergoing,33983589
variant,enzyme,affects,affects,33983589
enzyme,response,predicts,predicts,33983589
response,drug,affects,affects,33983589
response,somatic mutation,based on,based on,33983589
germline variant,cancer cell,predicts sensitivity to,connected to,33983589
patient,immune system,genetic variation associated with,treated with drug,33983589
genomic variation,pharmacokinetics,influences,influences,33983589
genomic variation,biomarkers,can be,can be,33983589
chemointensity,chemobsc,treatment comparison,treatment comparison,33983395
chemointensity,overall survival,clinical outcome,clinical outcome,33983395
chemointensity,progression-free survival,clinical outcome,clinical outcome,33983395
chemointensity,toxic effects,side effect,side effect,33983395
chemointensity,quality of life,health-related quality,health-related quality,33983395
chemointensity,older and/or frail patient,patient population,occurs in patient having disease,33983395
chemobsc,overall survival,clinical outcome,clinical outcome,33983395
overall survival,progression-free survival,clinical outcome correlation,clinical outcome correlation,33983395
quality of life,neutrophil to lymphocyte ratio,biomarker correlation,biomarker correlation,33983395
oxelaidin,rrad,interacts with,drug associated with AE,33980886
butamirate,rrad,interacts with,drug associated with AE,33980886
butamirate,stat3,inhibits,inhibits,33980886
oxelaidin,stat3,inhibits,inhibits,33980886
oxelaidin,cyclin d1,downregulates,downregulates,33980886
oxelaidin,survivin,downregulates,downregulates,33980886
oxelaidin,pegfr,inhibits,inhibits,33980886
oxelaidin,pakt,inhibits,inhibits,33980886
oxelaidin,pstat,inhibits,inhibits,33980886
oxelaidin,glioblastoma gbm,treats,may_treat,33980886
butamirate,glioblastoma gbm,treats,may_treat,33980886
ixazomib,multiple myeloma,may_treat,may_treat,33980053
chemotherapeutic agent,multiple myeloma,may_treat,may_treat,33980053
patient,oral proteasome inhibitor,treated with drug,treated with drug,33980053
patient,instruction,misinterpretation of,bearer of,33980053
male,ixazomib,drug associated with AE,drug associated with AE,33980053
male,overdose,adverse event outcome,adverse event outcome,33980053
overdose,adverse effect,adverse event occurs in,adverse event occurs in,33980053
adverse effect,toxicity,induced_by,induced_by,33980053
toxicity,reaction,may_prevent,may_prevent,33980053
ixazomib,antidote,does_not_have,does_not_have,33980053
antidote,supportive care,protects,protects,33980053
cisplatin,breast cancer,may_treat,may_treat,33979647
palladium complex btc,breast cancer,may_treat,may_treat,33979647
palladium complex btc,mcf7,drug associated with AE,drug associated with AE,33979647
palladium complex btc,mdamb231,drug associated with AE,drug associated with AE,33979647
palladium complex btc,DNA double strand break,induces,induces,33979647
palladium complex btc,h2ax,produces,produces,33979647
palladium complex btc,patmpchk2,produces,produces,33979647
palladium complex btc,ppmapk,produces,produces,33979647
palladium complex btc,cleaved caspase 9,induces,induces,33979647
palladium complex btc,cleaved caspase 8,induces,induces,33979647
palladium complex btc,prip3,induces,induces,33979647
palladium complex btc,pmlkl,induces,induces,33979647
palladium complex btc,paclitaxel,may_treat,may_treat,33979647
hairycell leukemia,braf v600e,has part,has part,33979489
hairycell leukemia,bcell cancer,has disease,has disease,33979489
hairycell leukemia,vemurafenib,may_treat,may_treat,33979489
vemurafenib,thrombocytopenia,adverse event occurs in,adverse event occurs in,33979489
vemurafenib,neutropenia,adverse event occurs in,adverse event occurs in,33979489
hairycell leukemia,minimal residual disease,has part,has part,33979489
hairycell leukemia,toxic effect,adverse event occurs in,adverse event occurs in,33979489
colorectal cancer liver metastasis,capecitabine,treated with drug,treated with drug,33977607
colorectal cancer liver metastasis,oxaliplatin,treated with drug,treated with drug,33977607
colorectal cancer liver metastasis,adjuvant chemotherapy,may_treat,may_treat,33977607
colorectal cancer liver metastasis,recurrence-free survival,adverse event outcome,adverse event outcome,33977607
colorectal cancer liver metastasis,overall survival,adverse event outcome,adverse event outcome,33977607
folfirinox,gemcitabine plus nabpaclitaxel,recommended as firstline chemotherapy for,recommended as firstline chemotherapy for,33975561
folfirinox,overall survival,achieved longer than,achieved longer than,33975561
gemcitabine plus nabpaclitaxel,treatment interruption,followed by,followed by,33975561
treatment interruption,mortality,associated with,drug associated with AE,33975561
oxaliplatin resistance,colorectal cancer cell,has disease,has disease,33974471
colorectal cancer cell,hyaluronic acid,produces,produces,33974471
hyaluronic acid,cd44v6 receptor,interacts with,drug associated with AE,33974471
cd44v6 receptor,oxaliplatin resistance,induces,induces,33974471
oxaliplatin liposome nanoparticles,oxaliplatin,drug associated with AE,drug associated with AE,33974471
androgen deprivation therapy,prostate cancer,may_treat,may_treat,33974005
fatty acid synthase,prostate cancer,is evidence of,is evidence of,33974005
enzalutamide,prostate cancer,may_treat,may_treat,33974005
orlistat,fatty acid synthase,drug associated with AE,drug associated with AE,33974005
orlistat,enzalutamide,drug associated with AE,drug associated with AE,33974005
orlistat,PC3 cell line,example of usage,example of usage,33974005
orlistat,NF-κB,reduces activity of,bearer of,33974005
Nivolumab,Ipilimumab,treated with drug,treated with drug,33973307
Hepatocellular carcinoma,Sorafenib,occurs in patient treated with drug,occurs in patient treated with drug,33973307
Checkmate,Hepatocellular carcinoma,may_treat,may_treat,33973307
Chemotherapy-induced toxicity,Relative Dose Intensity (RDI),induced_by,induced_by,33973301
Relative Dose Intensity (RDI),Survival,may_prevent,may_prevent,33973301
Solid Tumor Cancer,Carboplatin-based regimen,may_treat,may_treat,33973301
Solid Tumor Cancer,"FOLFOX, FOLFIRI, or FOLFIRINOX-based regimen",may_treat,may_treat,33973301
metastatic colorectal cancer,skin rash,occurs in,occurs in,33973081
skin rash,vectibix,adverse event occurs in,adverse event occurs in,33973081
skin rash,quality of life,adverse event outcome,adverse event outcome,33973081
patient education,skin rash,may_prevent,may_prevent,33973081
sun protection,skin rash,may_prevent,may_prevent,33973081
oral antibiotic,skin rash,may_treat,may_treat,33973081
skin rash,quality of life,realizes,realizes,33973081
tepotinib,hepatocellular carcinoma,may_treat,may_treat,33972742
hepatocellular carcinoma,MET inhibitor,has part,has part,33972742
sorafenib,hepatocellular carcinoma,may_treat,may_treat,33972742
melphalan,retinoblastoma,may_treat,may_treat,33972235
topotecan,retinoblastoma,may_treat,may_treat,33972235
topotecan,melphalan,drug associated with AE,drug associated with AE,33972235
retrospective cohort study,patient cohort,example of usage,example of usage,33972235
oxaliplatinbased therapy,folfox4,treated with drug,treated with drug,33971834
oxaliplatinbased therapy,capox,treated with drug,treated with drug,33971834
patient,chemotherapy,received treatment,received treatment,33971834
patient,oxaliplatin toxicity,experienced,experienced,33971834
chemotherapy,dose reduction,may lead to,anteriorly connected to,33971834
chemotherapy,early termination,may lead to,anteriorly connected to,33971834
chemotherapy,early recurrence,associated with,drug associated with AE,33971834
relative dose intensity of oxaliplatin,early recurrence,correlated with,drug associated with AE,33971834
early recurrence,stage iii colon cancer,occurs in,occurs in,33971834
early recurrence,overall survival,negatively correlated with,treated with drug,33971834
neratinib,extended adjuvant treatment,may_treat,may_treat,33971386
neratinib,human epidermal growth factor receptor positive hormone receptorpositive copositive early breast cancer,may_treat,may_treat,33971386
extended adjuvant treatment,disease-free survival,has outcome,adverse event outcome,33971386
quality of life,neratinib,associated with,drug associated with AE,33971386
gastrointestinal events,neratinib,drug associated with AE,drug associated with AE,33971386
immune checkpoint inhibitor,cancer therapy,may_treat,may_treat,33969772
nivolumab,immune checkpoint inhibitor,drug associated with AE,drug associated with AE,33969772
nivolumab,adverse event,induced_by,induced_by,33969772
pharmacist,adverse event,occurs in patient treated with drug,occurs in patient treated with drug,33969772
retrospective case note review,south australian hospital,located_in,located_in,33969772
adverse event,common toxicity,has part,has part,33969772
adverse event,symptomatic treatment,may_prevent,may_prevent,33969772
adverse event,pharmacy practice strategy,realizes,realizes,33969772
pharmacy practice strategy,ICI toxicity,may_diagnose,may_diagnose,33969772
ICI toxicity,gastrointestinal endocrine dermatological toxicity,overlaps,overlaps,33969772
ICI toxicity,fatigue,overlaps,overlaps,33969772
multiple drug treatment,bayesian adaptive phase i clinical trial design,treated with drug,treated with drug,33969525
normalized equivalent toxicity score,logistic linear regression model,used to describe,used to describe,33969525
four parameter in the dosetoxicity model,model parameter,reparameterized to,connected to,33969525
markov chain monte carlo,four parameter in the dosetoxicity model,employed to update,connected to,33969525
safety trial efficiency,bayesian adaptive phase i clinical trial design,evaluated in,adverse event occurs in,33969525
platinum doublet,gemcitabine,may_treat,may_treat,33967202
gemcitabine,platinum agent,treated with drug,treated with drug,33967202
platinum doublet,squamous cell lung cancer,may_treat,may_treat,33967202
gemcitabine,squamous cell lung cancer,may_treat,may_treat,33967202
gemcitabine,maintenance chemotherapy,induces,induces,33967202
maintenance chemotherapy,bone marrow suppression,adverse event occurs in,adverse event occurs in,33967202
htp,cpbmf223,drug associated with AE,drug associated with AE,33965731
cpbmf223,human colorectal carcinoma cell hct116,may_treat,may_treat,33965731
cpbmf223,fluorouracil,adverse event outcome,adverse event outcome,33965731
cpbmf223,zebrafish,may_prevent,may_prevent,33965731
mtorc1 inhibition,everolimus,combined with,drug associated with AE,33964572
phosphatidylinositol kinase catalytic subunit p110 blockade,alpelisib,combined with,drug associated with AE,33964572
alpelisib,everolimus,combined with,drug associated with AE,33964572
everolimus,exemestane,combined with,drug associated with AE,33964572
alpelisib,everolimus,combined with,drug associated with AE,33964572
alpelisib,everolimus,combined with,drug associated with AE,33964572
solid tumor,dose escalation phase,occurs in,occurs in,33964572
breast cancer,dose escalation phase,occurs in,occurs in,33964572
pancreatic neuroendocrine tumor,dose expansion phase,occurs in,occurs in,33964572
renal cell carcinoma,dose expansion phase,occurs in,occurs in,33964572
adverse events,alpelisib,associated with,drug associated with AE,33964572
adverse events,everolimus,associated with,drug associated with AE,33964572
adverse events,exemestane,associated with,drug associated with AE,33964572
pharmacokinetics,alpelisib,affects,affects,33964572
pharmacokinetics,everolimus,affects,affects,33964572
pharmacokinetics,exemestane,affects,affects,33964572
synovial sarcoma,adoptive cellular therapy,may_treat,may_treat,33963013
myxoidround cell liposarcoma,adoptive cellular therapy,may_treat,may_treat,33963013
nyeso1,adoptive cellular therapy,may_treat,may_treat,33963013
cyclophosphamide,adoptive cellular therapy,may_treat,may_treat,33963013
peripheral blood mononuclear cell,IL-15,treated with drug,treated with drug,33963013
autoimmune disease,ipilimumab,treated with drug,treated with drug,33963010
autoimmune disease,antipd1 antibody,treated with drug,treated with drug,33963010
ipilimumab,antipd1 antibody,combination therapy,combination therapy,33963010
autoimmune disease,advanced melanoma,has disease,has disease,33963010
autoimmune disease,toxicity,adverse event occurs in,adverse event occurs in,33963010
patient,autoimmune disease,has part,has part,33963010
patient,toxicity,adverse event occurs in,adverse event occurs in,33963010
patient,adverse event,adverse event outcome,adverse event outcome,33963010
patient,immunotherapy,may_treat,may_treat,33963010
patient,immunotherapy,may_prevent,may_prevent,33963010
patient,immunotherapy,may_diagnose,may_diagnose,33963010
patient,immunotherapy,occurs in,occurs in,33963010
patient,immunerelated adverse event,drug AE occurs in,drug AE occurs in,33963010
adrenocortical carcinoma,mitotane,may_treat,may_treat,33962475
adrenocortical carcinoma,etoposide,may_treat,may_treat,33962475
adrenocortical carcinoma,doxorubicin,may_treat,may_treat,33962475
adrenocortical carcinoma,cisplatin,may_treat,may_treat,33962475
adrenocortical carcinoma,immune checkpoint inhibitor,may_treat,may_treat,33962475
adrenocortical carcinoma,multityrosine kinase inhibitor,may_treat,may_treat,33962475
immune checkpoint inhibitor,pembrolizumab,may_treat,may_treat,33962475
immune checkpoint inhibitor,microsatellite instability,induces,induces,33962475
immune checkpoint inhibitor,Lynch syndrome,induces,induces,33962475
cortisol secretion,adrenocortical carcinoma,induced_by,induced_by,33962475
tosedostat,acute myeloid leukaemia,may_treat,may_treat,33961292
lowdose cytosine arabinoside,tosedostat,combined with,drug associated with AE,33961292
pickawinner li1 trial,older patient,part of,part of,33961292
chemotherapeutic agent,cardiotoxicity,may_cause,may_cause,33961140
chemotherapy,adverse effect,may_cause,may_cause,33961140
chemotherapy,mortality,may_cause,may_cause,33961140
chemotherapy,cancer therapeuticsrelated cardiac dysfunction,may_cause,may_cause,33961140
chemotherapy,cardiac function,may_affect,may_affect,33961140
nuclear cardiac imaging,cardiac function,may_assess,may_assess,33961140
nuclear cardiac imaging,cancer therapeuticsrelated cardiac dysfunction,may_assess,may_assess,33961140
nuclear imaging technique,radio nucleotide angiography,includes,includes,33961140
nuclear imaging technique,myocardial perfusion imaging,includes,includes,33961140
nuclear imaging technique,novel experimental molecular imaging,includes,includes,33961140
nuclear imaging technique,echocardiography,includes,includes,33961140
nuclear imaging technique,cardiac magnetic resonance imaging,includes,includes,33961140
obinutuzumab,idelalisib,combined in treatment,drug associated with AE in adolescent,33961019
idelalisib,waldenstrm macroglobulinemia,treated in disease,drug associated with AE in adolescent,33961019
patient,obinutuzumab,received treatment with,drug associated with AE in adolescent,33961019
patient,idelalisib,received treatment with,drug associated with AE in adolescent,33961019
cxcr4,response and survival,genotype impact on,genotype impact on,33961019
tp53,survival,mutation impact on,mutation impact on,33961019
patient,neutropenia,experienced adverse event,experienced adverse event,33961019
patient,diarrhea,experienced adverse event,experienced adverse event,33961019
patient,liver toxicity,experienced adverse event,experienced adverse event,33961019
trabectedin,cardiac dysfunction,drug associated with AE,drug associated with AE,33960681
trabectedin,soft tissue sarcoma,may_treat,may_treat,33960681
trabectedin,ovarian cancer,may_treat,may_treat,33960681
trabectedin,pegylated liposomal doxorubicin,may_treat,may_treat,33960681
trabectedin,cardiovascular medical history,induced_by,induced_by,33960681
trabectedin,age 65 years,induced_by,induced_by,33960681
pegylated liposomal doxorubicin,cardiac dysfunction,drug associated with AE,drug associated with AE,33960681
pegylated liposomal doxorubicin,soft tissue sarcoma,may_treat,may_treat,33960681
pegylated liposomal doxorubicin,ovarian cancer,may_treat,may_treat,33960681
cardiovascular medical history,cardiac dysfunction,is evidence of,is evidence of,33960681
age 65 years,cardiac dysfunction,is evidence of,is evidence of,33960681
prior cardiac medication,cardiac dysfunction,is evidence of,is evidence of,33960681
primary central nervous system lymphoma,rituximab,may_treat,may_treat,33960535
primary central nervous system lymphoma,methotrexate,may_treat,may_treat,33960535
University Hospital of Cologne,primary central nervous system lymphoma,located_in,located_in,33960535
anlotinib,small cell lung cancer,may_treat,may_treat,33960145
anlotinib,progression-free survival,may_affect,may_affect,33960145
anlotinib,overall survival,may_affect,may_affect,33960145
small cell lung cancer,second-line treatment,occurs in patient treated with drug,occurs in patient treated with drug,33960145
small cell lung cancer,combination therapy,may_prevent,may_prevent,33960145
adverse events,hoarseness,adverse event occurs in,adverse event occurs in,33960145
adverse events,fatigue,adverse event occurs in,adverse event occurs in,33960145
adverse events,decreased appetite,adverse event occurs in,adverse event occurs in,33960145
adverse events,oral mucositis,adverse event occurs in,adverse event occurs in,33960145
adverse events,anemia,adverse event occurs in,adverse event occurs in,33960145
Durvalumab,Bladder cancer,may_treat,may_treat,33960102
Suburothelial injection,Durvalumab,drug associated with AE,drug associated with AE,33960102
Durvalumab,Lymphocyte,induces,induces,33960102
Durvalumab,Macrophage,induces,induces,33960102
Bladder cancer,Radical cystectomy,may_prevent,may_prevent,33960102
nudt15,thiopurine-induced hematological toxicity,genetic determinant of,bearer of,33958640
tpmt variant,thiopurine-induced hematological toxicity,genetic determinant of,bearer of,33958640
homozygous crim1,thiopurine-induced hematological toxicity,impact on,impact on,33958640
il6 rs13306435,mercaptopurine,associated with,drug associated with AE,33958640
pediatric all patient,mercaptopurine,treated with,treated with drug,33958640
il6 rs13306435,pediatric all patient,carrier of,bounding layer of,33958640
four-gene-interplay model,thiopurine intolerance,revealed as best odds ratio for,revealed as best odds ratio for,33958640
pembrolizumablenvatinib,lenvatinib,treated with drug,treated with drug,33958211
lenvatinib,endometrial cancer,may_treat,may_treat,33958211
reduced lenvatinib starting dose,endometrial cancer,may_treat,may_treat,33958211
endometrial cancer,recurrent endometrial cancer,develops_into,develops_into,33958211
recurrent endometrial cancer,carcinosarcoma histology,has disease,has disease,33958211
patient,adjuvant chemotherapy,treated with drug,treated with drug,33957881
adjuvant chemotherapy,s1,may_treat,may_treat,33957881
patient,nonsmall cell lung cancer,has disease,has disease,33957881
patient,adverse event,adverse event occurs in,adverse event occurs in,33957881
liposomal irinotecan,oxaliplatin,combined with,drug associated with AE,33957442
oxaliplatin,fluorouracil,combined with,drug associated with AE,33957442
fluorouracil,leucovorin,combined with,drug associated with AE,33957442
patient,pancreatic ductal adenocarcinoma,has disease,has disease,33957442
patient,metastatic disease,has disease,has disease,33957442
patient,neutropenia,adverse event occurs in,adverse event occurs in,33957442
patient,febrile neutropenia,adverse event occurs in,adverse event occurs in,33957442
patient,hypokalaemia,adverse event occurs in,adverse event occurs in,33957442
patient,progression-free survival,has outcome,adverse event outcome,33957442
patient,overall survival,has outcome,adverse event outcome,33957442
randomised controlled phase iii study,patient,may treat,may_treat,33957442
primary central nervous system lymphoma,high-dose therapy and autologous hematopoietic cell transplant,may_treat,may_treat,33956047
high-dose therapy and autologous hematopoietic cell transplant,thiotepa-busulfan-cyclophosphamide (TBC),may_prevent,may_prevent,33956047
high-dose therapy and autologous hematopoietic cell transplant,thiotepa-carmustine (TTBCNU),may_prevent,may_prevent,33956047
high-dose therapy and autologous hematopoietic cell transplant,carmustine-etoposide-cytarabine-melphalan (BEAM),may_prevent,may_prevent,33956047
regorafenib,trifluridine-tipiracil,administered in sequence,drug associated with AE in adolescent,33952483
trifluridine-tipiracil,metastatic colorectal cancer,treated with drug,treated with drug,33952483
regorafenib,overall survival,improve,improve,33952483
patient,regorafenib,treated with drug,treated with drug,33952483
patient,trifluridine-tipiracil,treated with drug,treated with drug,33952483
toxicity event,trifluridine-tipiracil,occurs in,occurs in,33952483
disease control rate,regorafenib,may_treat,may_treat,33952483
regorafenib,cancer growth,stabilizes,stabilizes,33952483
neoadjuvant treatment,overall survival,may_treat,may_treat,33952409
neoadjuvant treatment,recurrence-free survival,may_treat,may_treat,33952409
neoadjuvant treatment,borderline resectable pancreatic cancer,may_treat,may_treat,33952409
neoadjuvant treatment,locally advanced pancreatic cancer,may_treat,may_treat,33952409
neoadjuvant treatment,gemcitabine,treated with drug,treated with drug,33952409
neoadjuvant treatment,Abraxane,treated with drug,treated with drug,33952409
neoadjuvant treatment,FOLFIRINOX,treated with drug,treated with drug,33952409
neoadjuvant treatment,radiotherapy,treated with drug,treated with drug,33952409
lymph node,neoadjuvant treatment,induced_by,induced_by,33952409
tumour size,neoadjuvant treatment,induced_by,induced_by,33952409
adverse event,neoadjuvant treatment,induced_by,induced_by,33952409
pathological response,neoadjuvant treatment,induced_by,induced_by,33952409
disease biology,pathological response,realizes,realizes,33952409
surgery,disease biology,may_prevent,may_prevent,33952409
cytarabine chemotherapy,toxic keratopathy,induced_by,induced_by,33951900
toxic keratopathy,loteprednol etabonate,may_treat,may_treat,33951900
acute myeloid leukemia,corneal epithelial microcysts,has disease,has disease,33951900
corneal epithelial microcysts,loteprednol etabonate,may_treat,may_treat,33951900
loteprednol etabonate,ocular discomfort,may_treat,may_treat,33951900
loteprednol etabonate,photophobia,may_treat,may_treat,33951900
loteprednol etabonate,blurred vision,may_treat,may_treat,33951900
corneal epithelial microcysts,in vivo confocal microscopy,located_in,located_in,33951900
in vivo confocal microscopy,granular opacity,composed primarily of,composed primarily of,33951900
in vivo confocal microscopy,irregular intraepithelial opacity,composed primarily of,composed primarily of,33951900
irregular intraepithelial opacity,basal epithelial layer,located_in,located_in,33951900
cytarabine chemotherapy,dexamethasone,induced_by,induced_by,33951900
cytarabine chemotherapy,prednisolone phosphate,induced_by,induced_by,33951900
sarcopenia,lung cancer,may_diagnose,may_diagnose,33951292
sarcopenia,afatinib,may_treat,may_treat,33951292
afatinib,diarrhea,adverse event occurs in,adverse event occurs in,33951292
afatinib,rash,adverse event occurs in,adverse event occurs in,33951292
afatinib,paronychia,adverse event occurs in,adverse event occurs in,33951292
afatinib,dose reduction,may_prevent,may_prevent,33951292
afatinib,progression-free survival,realized in,realized in,33951292
cancer stem cell,prostate cancer,associated with,drug associated with AE,33948856
sonic hedgehog,cancer stem cell,regulates,regulates,33948856
sonic hedgehog,prostate cancer,involved in,adverse event occurs in,33948856
zoledronic acid,prostate cancer,treated with drug,treated with drug,33948856
hepatocellular carcinoma,transarterial chemoembolization,may_treat,may_treat,33948697
transarterial chemoembolization,sorafenib,treated with drug,treated with drug,33948697
macrovascular invasion,radiologic response,induced_by,induced_by,33948697
radiologic response,sorafenib-related dermatologic toxicity,related_to,related_to,33948697
hdac6,ka2507,drug associated with AE,drug associated with AE,33947698
ka2507,melanoma,may_treat,may_treat,33947698
ka2507,colorectal cancer,may_treat,may_treat,33947698
ka2507,syngeneic tumorbearing mouse,may_treat,may_treat,33947698
patient,ka2507,occurs in patient treated with drug,occurs in patient treated with drug,33947698
patient,adenoid cystic carcinoma,has disease,has disease,33947698
patient,rectal adenocarcinoma,has disease,has disease,33947698
veliparib,carboplatin,treated with drug,treated with drug,33947690
veliparib,etoposide,treated with drug,treated with drug,33947690
small cell lung cancer,veliparib,has disease,has disease,33947690
edsclc,chemotherapy,may_treat,may_treat,33947690
progression-free survival,veliparib,realized in,realized in,33947690
overall survival,veliparib,realized in,realized in,33947690
adverse event,veliparib,drug associated with AE,drug associated with AE,33947690
adverse event,chemotherapy,drug associated with AE,drug associated with AE,33947690
hematologic,veliparib,drug AE occurs in,drug AE occurs in,33947690
platinum,chemotherapy,has part,has part,33947690
first-line treatment,veliparib,may_prevent,may_prevent,33947690
biomarkers,veliparib,may_diagnose,may_diagnose,33947690
axitinib,renal cell carcinoma,treated with drug,treated with drug,33947608
immunooncology therapy,renal cell carcinoma,treated with drug,treated with drug,33947608
renal cell carcinoma,toxicity,adverse event occurs in,adverse event occurs in,33947608
time to resolution,toxicity,adverse event outcome,adverse event outcome,33947608
